""	"SRR7170030"	"SRR7170031"	"SRR7170032"	"SRR7170033"	"SRR7170034"	"SRR7170035"
"Gm24299"	0	0	0	0	0	0
"Gm24304"	0	0	0	0	0	0
"Gm24305"	0	0	0	0	0	0
"Gm24306"	0	0	0	0	0	0
"Gm2431"	0	0	0	0	0	0
"Gm24310"	0	0	0	0	0	0
"Gm24311"	0	0	0	0	0	0
"Gm24312"	0	0	0	0	0	0
"Gm24313"	0	0	0	0	0	0
"Gm24316"	0	0	0	0	0	0
"Gm24317"	0	0	0	0	0	0
"Gm24318"	0	0	0	0	0	0
"Gm24319"	0	0	0	0	0	0
"Gm24334"	0	0	0	0	0	0
"Gm24335"	0	0	0	0	0	0
"Gm24336"	0	0	0	0	0	0
"Gm24337"	0	0	0	0	0	0
"Gm24338"	0	0	0	0	0	0
"Gm24339"	0	0	0	0	0	0
"Gm24348"	0	0	0	0	0	0
"Gm24350"	0	0	0	0	0	0
"Gm24355"	0	0	0	0	0	0
"Gm24356"	0	0	0	0	0	0
"Gm24357"	0	0	0	0	0	0
"Gm2436"	0	0	0	0	0	0
"Gm24373"	0	0	0	0	0	0
"Gm24374"	0	0	0	0	0	0
"Gm24375"	0	0	0	0	0	0
"Gm24376"	0	0	0	0	0	0
"Gm24377"	0	0	0	0	0	0
"Gm24378"	0	0	0	0	0	0
"Gm24381"	0	0	0	0	0	0
"Gm24382"	0	0	0	0	0	0
"Gm24384"	0	0	0	0	0	0
"Gm24388"	0	0	0	0	0	0
"Gm24389"	0	0	0	0	0	0
"Gm24390"	0	0	0	0	0	0
"Gm24392"	0	0	0	0	0	0
"Gm24400"	0	0	0	0	0	0
"Gm24403"	0	0	0	0	0	0
"Gm24405"	0	0	0	0	0	0
"Gm24407"	0	0	0	0	0	0
"Gm24410"	0	0	0	0	0	0
"Gm24411"	0	0	0	0	0	0
"Gm24414"	0	0	0	0	0	0
"Gm24415"	0	0	0	0	0	0
"Gm24417"	0	0	0	0	0	0
"Gm24418"	0	0	0	0	0	0
"Gm24423"	0	0	0	0	0	0
"Gm24424"	0	0	0	0	0	0
"Gm24429"	0	0	0	0	0	0
"Gm24430"	0	0	0	0	0	0
"Gm24433"	0	0	0	0	0	0
"Gm24434"	0	0	0	0	0	0
"Gm24435"	0	0	0	0	0	0
"Gm24437"	0	0	0	0	0	0
"Gm24440"	0	0	0	0	0	0
"Gm24443"	0	0	0	0	0	0
"Gm24445"	0	0	0	0	0	0
"Gm24448"	0	0	0	0	0	0
"Gm24449"	0	0	0	0	0	0
"Gm24451"	5	2	1	0	0	0
"Gm24452"	0	0	0	0	0	0
"Gm24453"	0	0	0	0	0	0
"Gm24454"	0	0	0	0	0	0
"Gm24455"	2	0	2	1	0	0
"Gm24456"	0	0	0	0	0	0
"Gm24457"	0	0	0	0	0	0
"Gm24458"	0	0	0	0	0	0
"Gm2446"	0	0	0	0	0	0
"Gm24460"	0	0	0	0	0	0
"Gm24461"	0	0	0	0	0	0
"Gm24463"	0	0	0	0	0	0
"Gm24464"	0	0	0	0	0	0
"Gm24465"	0	0	0	0	0	0
"Gm24467"	0	0	0	0	0	0
"Gm24468"	0	0	0	0	0	0
"Gm24469"	0	0	0	0	0	0
"Gm2447"	1	0	0	0	0	0
"Gm24470"	0	0	0	0	0	0
"Gm24471"	0	0	0	0	0	0
"Gm24472"	0	0	0	0	0	0
"Gm24473"	0	0	0	0	0	0
"Gm24474"	0	0	0	0	0	0
"Gm24475"	0	0	0	0	0	0
"Gm24486"	0	0	0	0	0	0
"Gm24487"	0	0	0	0	0	0
"Gm2449"	0	0	1	4	1	0
"Gm24491"	0	0	0	0	0	0
"Gm24492"	0	0	0	0	0	0
"Gm24493"	0	0	0	0	0	0
"Gm24494"	0	0	0	0	0	0
"Gm24495"	0	0	0	0	0	0
"Gm24497"	0	0	0	0	0	0
"Gm24499"	0	0	0	0	0	0
"Gm24502"	0	0	0	0	0	0
"Gm24503"	0	0	0	0	0	0
"Gm24505"	0	0	0	0	0	0
"Gm24507"	0	0	0	0	0	0
"Gm24508"	0	0	0	0	0	0
"Gm24512"	0	0	0	0	0	0
"Gm24517"	0	0	0	0	0	0
"Gm24518"	0	0	0	0	0	0
"Gm24519"	0	0	0	0	0	0
"Gm24521"	0	0	0	0	0	0
"Gm24522"	0	0	0	0	0	0
"Gm24523"	1	0	1	0	1	0
"Gm24524"	0	0	0	0	0	0
"Gm24525"	0	0	0	0	0	0
"Gm24526"	0	0	0	0	0	0
"Gm24527"	0	0	0	0	0	0
"Gm24528"	0	0	0	0	0	0
"Gm24533"	0	0	0	0	0	0
"Gm24535"	0	0	0	0	0	0
"Gm24536"	0	0	0	0	0	0
"Gm24537"	0	0	0	0	0	0
"Gm24538"	0	0	0	0	0	0
"Gm24539"	0	0	0	0	0	0
"Gm24540"	0	0	0	0	0	0
"Gm24552"	0	0	0	0	0	0
"Gm24553"	0	0	0	0	0	0
"Gm24556"	0	0	0	0	0	0
"Gm24564"	0	0	0	0	0	0
"Gm24565"	0	0	0	0	0	0
"Gm24566"	0	0	0	0	0	0
"Gm24568"	0	0	0	0	0	0
"Gm24569"	0	0	0	0	0	0
"Gm24570"	0	0	0	0	0	0
"Gm24576"	0	0	0	0	0	0
"Gm24577"	0	0	0	0	0	0
"Gm24578"	0	0	0	0	0	0
"Gm24579"	0	0	0	0	0	0
"Gm24580"	0	0	0	0	0	0
"Gm24581"	0	0	0	0	0	0
"Gm24582"	0	0	0	0	0	0
"Gm24584"	0	0	0	0	0	0
"Gm24585"	0	0	0	0	0	0
"Gm24592"	0	0	0	0	0	0
"Gm24593"	0	0	0	0	0	0
"Gm24594"	0	0	0	0	0	0
"Gm24595"	0	0	0	0	0	0
"Gm24596"	0	0	0	0	0	0
"Gm24598"	0	0	0	0	0	0
"Gm24607"	0	0	0	0	0	0
"Gm24608"	0	0	0	0	0	0
"Gm24609"	0	0	0	0	0	0
"Gm24611"	0	0	0	0	0	0
"Gm24612"	0	0	0	0	0	0
"Gm24613"	0	0	0	0	0	0
"Gm24614"	0	0	0	0	0	0
"Gm24615"	0	0	0	0	0	0
"Gm24616"	0	0	0	2	0	1
"Gm24618"	0	0	0	0	0	0
"Gm24620"	0	2	0	0	0	0
"Gm24622"	0	0	0	0	0	0
"Gm24623"	0	0	0	0	0	0
"Gm24624"	0	0	0	0	0	0
"Gm24625"	0	0	0	0	0	0
"Gm24626"	0	0	0	0	0	0
"Gm24635"	0	0	0	0	0	0
"Gm24638"	0	0	0	0	0	0
"Gm24639"	0	0	0	0	0	0
"Gm2464"	0	0	0	7	3	0
"Gm24641"	0	0	0	0	0	0
"Gm24644"	0	0	0	0	0	0
"Gm24651"	0	0	0	0	0	0
"Gm24652"	0	0	0	0	0	0
"Gm24653"	0	0	0	0	0	0
"Gm24654"	0	0	0	0	0	0
"Gm24655"	0	0	0	0	0	0
"Gm24656"	0	0	0	0	0	0
"Gm24657"	0	0	0	0	0	0
"Gm24661"	0	0	0	0	0	0
"Gm24665"	0	0	0	0	0	0
"Gm24667"	0	0	0	0	0	0
"Gm24668"	0	0	0	0	0	0
"Gm24670"	0	0	0	0	0	0
"Gm24671"	0	0	0	0	0	0
"Gm24674"	0	0	0	0	0	0
"Gm24677"	0	0	0	0	0	0
"Gm24680"	0	0	0	0	0	0
"Gm24693"	0	0	0	0	0	0
"Gm24696"	0	0	0	0	0	0
"Gm24697"	0	0	0	0	0	0
"Gm24698"	0	0	0	0	0	0
"Gm24701"	0	0	0	0	0	0
"Gm24702"	0	0	0	0	0	0
"Gm24704"	0	0	0	0	0	0
"Gm24706"	0	0	0	0	0	0
"Gm24707"	0	0	0	0	0	0
"Gm24708"	0	0	0	0	0	0
"Gm24709"	0	0	0	0	0	0
"Gm24711"	0	0	0	0	0	0
"Gm24712"	0	0	0	0	0	0
"Gm24713"	0	0	0	0	0	0
"Gm24716"	0	0	0	0	0	0
"Gm24718"	0	0	0	0	0	0
"Gm24722"	0	0	0	0	0	0
"Gm24723"	0	0	0	0	0	0
"Gm24726"	0	0	0	0	0	0
"Gm24727"	0	0	0	0	0	0
"Gm24728"	0	0	0	0	0	0
"Gm24729"	0	0	0	0	0	0
"Gm24731"	0	0	0	0	0	0
"Gm24732"	0	0	0	0	0	0
"Gm24753"	0	0	0	0	0	0
"Gm24754"	0	0	0	0	0	0
"Gm24759"	0	0	0	0	0	0
"Gm24760"	0	0	0	0	0	0
"Gm24762"	0	0	0	0	0	0
"Gm24763"	0	0	0	0	0	0
"Gm24764"	0	0	0	0	0	0
"Gm24765"	0	0	0	0	0	0
"Gm24771"	0	0	0	0	0	0
"Gm24774"	0	0	0	0	0	0
"Gm24780"	0	0	0	0	0	0
"Gm24784"	0	0	0	0	0	0
"Gm24788"	0	0	0	0	0	0
"Gm24789"	0	0	0	0	0	0
"Gm2479"	0	0	0	0	0	0
"Gm24790"	0	0	0	0	0	0
"Gm24791"	0	0	0	0	0	0
"Gm24792"	0	0	0	0	0	0
"Gm24793"	0	0	0	0	0	0
"Gm24796"	0	0	0	0	0	0
"Gm24797"	0	0	0	0	0	0
"Gm24798"	0	0	0	0	0	0
"Gm24799"	0	0	0	0	0	0
"Gm24803"	0	0	0	0	0	0
"Gm24805"	0	0	0	0	0	0
"Gm24817"	0	0	0	0	0	0
"Gm24826"	0	0	0	0	0	0
"Gm24829"	0	0	0	0	0	0
"Gm24830"	0	0	0	0	0	0
"Gm24831"	0	0	0	0	0	0
"Gm24833"	0	0	0	0	0	0
"Gm24836"	0	0	0	0	0	0
"Gm24837"	0	0	0	0	0	0
"Gm24838"	0	0	0	0	0	0
"Gm24839"	0	0	0	0	0	0
"Gm24844"	0	0	0	0	0	0
"Gm24846"	0	0	0	0	0	0
"Gm24848"	0	0	0	0	0	0
"Gm24851"	0	0	0	0	0	0
"Gm24856"	0	0	0	0	0	0
"Gm24859"	0	0	0	0	0	0
"Gm24861"	0	0	0	0	0	0
"Gm24862"	0	0	0	0	0	0
"Gm24863"	0	0	0	0	0	0
"Gm24866"	0	0	0	0	0	0
"Gm24867"	0	0	0	0	0	0
"Gm24868"	0	0	0	0	0	0
"Gm24869"	0	0	0	0	0	0
"Gm24870"	0	0	0	0	0	0
"Gm24871"	0	0	0	0	0	0
"Gm24872"	0	0	0	0	0	0
"Gm24873"	0	0	0	0	0	0
"Gm24878"	0	0	0	0	0	0
"Gm24879"	0	0	0	0	0	0
"Gm24887"	0	0	0	0	0	0
"Gm24888"	0	0	0	0	0	1
"Gm24889"	0	0	0	0	0	0
"Gm24890"	0	0	0	0	0	0
"Gm24891"	0	0	0	0	0	0
"Gm24892"	0	0	0	0	0	0
"Gm24896"	0	0	0	0	0	0
"Gm24897"	0	0	0	0	0	0
"Gm24901"	0	0	0	0	0	0
"Gm24903"	0	0	0	0	0	0
"Gm24905"	0	0	0	0	0	0
"Gm24907"	0	0	0	0	0	0
"Gm24908"	0	0	0	0	0	0
"Gm2491"	0	0	0	0	0	0
"Gm24911"	0	0	0	0	0	0
"Gm24916"	0	0	0	0	0	0
"Gm24917"	0	0	0	0	0	0
"Gm24918"	0	0	1	0	0	0
"Gm24919"	0	0	0	0	0	0
"Gm24920"	0	0	0	0	0	0
"Gm24921"	0	0	0	0	0	0
"Gm24924"	0	1	0	0	0	0
"Gm24925"	0	0	0	0	0	0
"Gm24926"	0	0	0	0	0	0
"Gm24927"	0	0	0	0	0	0
"Gm24928"	0	0	0	0	0	0
"Gm24940"	0	0	0	0	0	0
"Gm24947"	0	0	0	0	0	0
"Gm24948"	0	0	0	0	0	0
"Gm24949"	0	0	0	0	0	0
"Gm24950"	0	0	0	0	0	0
"Gm24952"	0	0	0	0	0	0
"Gm24957"	0	0	0	0	0	0
"Gm24958"	0	0	0	0	0	0
"Gm24963"	0	0	0	0	0	0
"Gm24965"	0	0	0	0	0	0
"Gm24967"	0	0	0	0	0	0
"Gm24968"	0	0	0	0	0	0
"Gm24969"	0	0	0	0	0	0
"Gm24977"	0	0	0	0	0	0
"Gm24978"	0	0	0	0	0	0
"Gm24981"	0	0	0	0	0	0
"Gm24982"	0	0	0	0	0	0
"Gm24984"	0	0	2	0	0	0
"Gm24985"	0	0	0	0	0	0
"Gm24986"	0	0	0	0	0	0
"Gm24987"	0	0	0	0	0	0
"Gm24988"	0	0	0	0	0	0
"Gm24989"	0	0	0	0	0	0
"Gm24992"	0	0	0	0	0	0
"Gm25004"	0	0	0	0	0	0
"Gm25006"	0	0	0	0	0	0
"Gm25010"	0	0	0	0	0	0
"Gm25013"	0	0	0	0	0	0
"Gm25015"	0	0	0	0	0	0
"Gm25016"	0	0	0	0	0	0
"Gm25017"	0	0	0	0	0	0
"Gm25018"	0	0	0	0	0	0
"Gm25020"	0	0	0	0	0	0
"Gm25021"	0	1	0	0	0	0
"Gm25023"	0	0	0	0	0	0
"Gm25024"	0	0	0	0	0	0
"Gm25038"	0	0	0	0	0	0
"Gm25039"	0	0	0	0	0	0
"Gm25047"	0	0	0	0	0	0
"Gm25053"	0	0	0	0	0	0
"Gm25056"	0	0	0	0	0	0
"Gm25058"	0	0	0	0	0	0
"Gm25061"	0	0	0	0	0	0
"Gm25064"	0	0	0	0	0	0
"Gm25065"	0	0	0	0	0	0
"Gm25074"	0	0	0	0	0	0
"Gm25076"	0	0	0	0	1	0
"Gm25077"	0	0	0	0	0	0
"Gm25078"	0	0	0	0	0	0
"Gm25079"	0	0	0	0	0	0
"Gm25080"	0	0	0	0	0	0
"Gm25081"	0	0	0	0	0	0
"Gm25085"	0	0	0	0	0	0
"Gm25087"	0	0	0	0	0	0
"Gm25088"	0	0	0	0	0	0
"Gm25089"	0	0	0	0	0	0
"Gm25090"	0	0	0	0	0	0
"Gm25091"	0	0	0	0	0	0
"Gm25092"	0	0	0	0	0	0
"Gm25093"	0	0	0	0	0	0
"Gm25094"	0	0	0	0	0	0
"Gm25095"	0	0	0	0	0	0
"Gm25096"	0	0	0	0	0	0
"Gm25097"	0	0	0	0	0	0
"Gm25098"	0	0	0	0	0	0
"Gm25099"	0	0	0	0	0	0
"Gm25101"	0	0	0	0	0	0
"Gm25107"	0	0	0	0	0	0
"Gm25112"	0	0	0	0	0	0
"Gm25113"	0	0	0	0	0	0
"Gm25117"	0	0	0	0	0	0
"Gm25119"	0	0	0	0	0	0
"Gm25120"	0	0	0	0	0	0
"Gm25121"	0	0	0	0	0	0
"Gm25124"	0	0	0	0	0	0
"Gm25125"	0	0	0	0	0	0
"Gm25126"	0	0	0	0	0	0
"Gm25127"	0	0	0	0	0	0
"Gm25128"	0	0	0	0	0	0
"Gm25129"	0	0	0	0	0	0
"Gm25132"	0	0	0	0	0	0
"Gm25133"	0	0	0	0	0	0
"Gm25134"	0	0	0	0	0	0
"Gm25135"	0	0	0	0	0	0
"Gm25137"	0	0	0	0	0	0
"Gm25138"	0	0	0	0	0	0
"Gm25139"	0	0	0	0	0	0
"Gm25141"	0	0	0	0	0	0
"Gm25142"	0	0	0	0	0	0
"Gm25143"	0	0	0	0	0	0
"Gm25146"	0	0	0	0	0	0
"Gm25147"	0	0	0	0	0	0
"Gm25155"	0	0	0	0	0	0
"Gm25156"	0	0	0	0	0	0
"Gm25157"	0	0	0	0	0	0
"Gm2516"	0	0	0	2	0	0
"Gm25160"	0	0	0	0	0	0
"Gm25161"	0	0	0	0	0	0
"Gm25168"	0	0	0	0	0	0
"Gm25169"	0	0	0	0	0	0
"Gm25170"	0	0	0	0	0	0
"Gm25173"	0	0	0	0	0	0
"Gm25175"	0	0	0	0	0	0
"Gm2518"	6	20	6	26	11	12
"Gm25186"	0	0	0	0	0	0
"Gm25187"	0	0	0	0	0	0
"Gm25188"	0	0	0	0	0	0
"Gm25189"	0	0	0	0	0	0
"Gm25194"	0	0	0	0	0	0
"Gm25199"	0	0	0	0	0	0
"Gm25200"	0	0	0	0	0	0
"Gm25201"	0	0	0	0	0	0
"Gm25202"	0	0	0	0	0	0
"Gm25203"	0	0	0	0	0	0
"Gm25204"	0	0	0	0	0	0
"Gm25205"	0	0	0	0	0	0
"Gm25207"	0	0	0	0	0	0
"Gm25209"	0	0	0	0	0	0
"Gm25210"	0	0	0	0	0	0
"Gm25211"	0	0	0	0	0	0
"Gm25212"	0	0	0	0	0	0
"Gm25214"	0	0	0	0	0	0
"Gm25215"	0	0	0	0	0	0
"Gm25216"	0	0	0	0	0	0
"Gm25221"	0	0	0	0	0	0
"Gm25222"	0	0	0	0	0	0
"Gm25229"	0	0	0	0	0	0
"Gm25230"	0	0	0	0	0	0
"Gm25232"	0	0	0	0	0	0
"Gm25235"	0	0	0	0	0	0
"Gm25244"	0	0	0	0	0	0
"Gm25245"	0	0	0	0	0	0
"Gm25253"	0	0	0	0	0	0
"Gm25256"	0	0	0	0	0	0
"Gm25257"	0	0	0	0	0	0
"Gm25258"	0	0	0	0	0	0
"Gm25259"	0	0	0	0	0	0
"Gm25261"	0	0	0	0	0	0
"Gm25267"	0	0	0	0	0	0
"Gm25268"	0	0	0	0	0	0
"Gm25269"	0	0	0	0	0	0
"Gm25270"	0	0	0	0	0	0
"Gm25272"	0	0	0	0	0	0
"Gm25274"	0	0	0	0	0	0
"Gm25275"	0	0	0	0	0	0
"Gm25284"	0	0	0	0	0	0
"Gm25285"	0	0	0	0	0	0
"Gm25290"	0	0	0	0	0	0
"Gm25291"	0	0	0	0	0	0
"Gm25294"	0	0	0	0	0	0
"Gm25296"	0	0	0	0	0	0
"Gm25308"	0	0	0	0	0	0
"Gm25311"	0	0	0	0	0	0
"Gm25312"	0	0	0	0	0	0
"Gm25313"	0	0	0	0	0	0
"Gm25314"	0	0	0	0	0	0
"Gm25321"	0	0	0	0	0	0
"Gm25323"	0	0	0	0	0	0
"Gm25326"	0	0	0	0	0	0
"Gm25327"	0	0	0	0	0	0
"Gm25328"	0	0	0	2	1	0
"Gm25332"	0	0	0	0	0	0
"Gm25335"	0	0	0	0	0	0
"Gm25337"	0	0	0	0	0	0
"Gm25338"	0	0	0	0	0	0
"Gm25344"	0	0	0	0	0	0
"Gm25345"	0	0	0	0	0	0
"Gm25346"	0	0	0	0	0	0
"Gm25350"	0	0	0	0	0	0
"Gm25354"	0	0	0	0	0	0
"Gm25357"	0	0	0	0	0	0
"Gm25360"	0	3	0	0	1	0
"Gm25362"	0	0	0	0	0	0
"Gm25369"	0	0	0	0	0	0
"Gm25370"	0	0	0	0	0	0
"Gm25375"	0	0	0	0	0	0
"Gm25376"	0	0	0	0	0	0
"Gm25377"	0	0	0	0	0	0
"Gm25378"	0	0	0	0	0	0
"Gm25379"	0	0	0	0	0	0
"Gm25380"	0	0	0	0	0	0
"Gm25383"	0	0	0	0	0	0
"Gm25384"	0	0	0	0	0	0
"Gm25387"	0	0	0	0	0	0
"Gm25388"	0	0	0	0	0	0
"Gm2539"	0	0	0	0	0	0
"Gm25391"	0	0	0	0	0	0
"Gm25394"	0	0	0	0	0	0
"Gm25395"	0	0	0	5	0	0
"Gm25396"	0	0	0	0	0	0
"Gm25401"	0	0	0	0	0	0
"Gm25402"	0	0	0	0	0	0
"Gm25404"	0	0	0	0	0	0
"Gm25405"	0	0	0	0	0	0
"Gm25407"	0	0	0	0	0	0
"Gm25408"	0	0	0	0	0	0
"Gm25409"	0	0	0	0	0	0
"Gm25410"	0	0	0	0	0	0
"Gm25412"	0	0	0	0	0	0
"Gm25414"	0	0	0	0	0	0
"Gm25415"	0	0	0	0	0	0
"Gm25416"	0	0	0	0	0	0
"Gm25417"	0	0	0	0	0	0
"Gm25418"	0	0	0	0	0	0
"Gm25420"	0	0	0	0	0	0
"Gm25421"	0	0	0	0	0	0
"Gm25422"	0	0	0	0	0	0
"Gm25429"	0	0	0	0	0	0
"Gm25431"	0	0	0	0	0	0
"Gm25434"	0	0	0	0	0	0
"Gm25437"	0	0	0	0	0	0
"Gm25439"	0	0	0	0	0	0
"Gm25443"	0	0	0	0	0	0
"Gm25448"	0	0	0	0	0	0
"Gm25449"	0	0	0	0	0	0
"Gm25450"	0	0	0	0	0	0
"Gm25452"	0	0	0	0	0	0
"Gm25453"	0	0	0	0	0	0
"Gm25457"	0	0	0	0	0	0
"Gm25460"	0	0	0	0	0	0
"Gm25461"	0	0	0	0	0	0
"Gm25462"	0	0	0	0	0	0
"Gm25463"	0	0	0	0	0	0
"Gm25464"	0	0	0	0	0	0
"Gm25466"	0	0	0	0	0	0
"Gm25471"	0	0	0	0	0	0
"Gm25473"	0	0	0	0	0	0
"Gm25474"	0	0	0	0	0	0
"Gm25480"	0	0	0	0	0	0
"Gm25481"	0	0	0	0	0	0
"Gm25482"	0	0	0	0	0	0
"Gm25484"	0	0	0	0	0	0
"Gm25485"	0	0	0	0	0	0
"Gm25486"	0	0	0	0	0	0
"Gm25487"	0	0	0	0	0	0
"Gm25490"	0	0	0	0	0	0
"Gm25492"	0	0	0	0	0	0
"Gm25495"	0	0	0	0	0	0
"Gm25497"	0	0	0	0	0	0
"Gm25498"	0	0	0	0	0	0
"Gm25501"	0	0	0	0	0	0
"Gm25502"	0	0	0	0	0	0
"Gm25506"	0	0	0	0	0	0
"Gm25512"	0	0	0	0	0	0
"Gm25513"	0	0	0	0	0	0
"Gm25515"	0	0	0	0	0	0
"Gm25516"	0	0	0	0	0	0
"Gm25517"	0	0	0	0	0	0
"Gm25518"	0	0	0	0	0	0
"Gm25519"	0	0	0	0	0	0
"Gm25520"	0	0	0	0	0	0
"Gm25521"	0	0	0	0	0	0
"Gm25522"	0	0	0	0	0	0
"Gm25523"	0	0	0	0	0	0
"Gm25524"	0	0	0	0	0	0
"Gm25525"	0	0	0	0	0	0
"Gm25526"	0	0	0	0	0	0
"Gm25528"	0	0	0	0	0	0
"Gm25538"	0	0	0	0	0	0
"Gm25539"	0	0	0	0	0	0
"Gm25541"	0	0	0	0	0	0
"Gm25546"	0	0	0	0	0	0
"Gm25547"	0	0	0	0	0	0
"Gm25550"	0	0	0	0	0	0
"Gm25558"	0	0	0	0	0	0
"Gm25562"	0	0	0	0	0	0
"Gm25564"	0	0	0	0	0	0
"Gm25565"	0	0	0	0	0	0
"Gm25577"	0	0	0	0	0	0
"Gm25578"	0	0	0	0	0	0
"Gm25579"	0	0	0	0	0	0
"Gm25581"	0	0	0	0	0	0
"Gm25582"	0	0	0	0	0	0
"Gm25583"	0	0	0	0	0	0
"Gm25585"	0	0	0	0	0	0
"Gm25587"	0	0	0	0	0	0
"Gm25588"	0	0	0	0	0	0
"Gm25589"	0	0	0	0	0	0
"Gm25592"	0	0	0	0	0	0
"Gm25596"	0	0	0	0	0	0
"Gm25597"	0	0	0	0	0	0
"Gm25598"	0	0	0	0	0	0
"Gm25599"	0	0	0	0	0	0
"Gm2560"	0	0	0	0	0	0
"Gm25600"	0	0	0	0	0	0
"Gm25602"	0	0	0	0	0	0
"Gm25604"	0	0	0	0	0	0
"Gm25607"	0	0	0	0	0	0
"Gm25608"	0	0	0	0	0	0
"Gm25609"	0	0	0	0	0	0
"Gm25610"	0	0	0	0	0	0
"Gm25611"	0	0	0	0	0	0
"Gm25612"	0	0	0	0	0	0
"Gm25613"	0	0	0	0	0	0
"Gm25614"	0	0	0	0	0	0
"Gm25615"	0	0	0	0	0	0
"Gm25617"	0	0	0	0	0	0
"Gm25618"	0	0	0	0	0	0
"Gm25619"	0	0	0	0	0	0
"Gm25622"	0	0	0	0	0	0
"Gm25623"	0	0	0	0	0	0
"Gm25624"	0	0	0	0	0	0
"Gm25626"	0	0	0	0	0	0
"Gm25628"	0	0	0	0	0	0
"Gm25629"	0	0	0	0	0	0
"Gm25630"	0	0	0	0	0	0
"Gm25631"	0	0	0	0	0	0
"Gm25632"	0	0	0	0	0	0
"Gm25633"	0	0	0	0	0	0
"Gm25634"	0	0	0	0	0	0
"Gm25635"	0	0	0	0	0	0
"Gm25636"	0	0	0	0	0	0
"Gm25637"	0	0	0	0	0	0
"Gm25640"	0	0	8	0	10	15
"Gm25644"	0	0	0	0	0	0
"Gm25646"	0	0	0	0	0	0
"Gm25647"	0	0	0	0	0	0
"Gm25648"	0	0	0	0	0	0
"Gm25650"	0	0	0	0	0	0
"Gm25651"	0	0	0	0	0	0
"Gm25652"	0	0	0	0	0	0
"Gm25653"	0	0	0	0	0	0
"Gm25658"	0	0	0	0	0	0
"Gm25663"	0	0	1	1	0	1
"Gm25668"	0	0	0	0	0	0
"Gm25670"	0	0	0	0	0	0
"Gm25672"	0	0	0	0	0	0
"Gm25679"	0	0	0	0	0	0
"Gm25681"	0	0	0	0	0	0
"Gm25682"	0	0	0	0	0	0
"Gm25683"	0	0	0	0	0	0
"Gm25684"	0	0	0	0	0	0
"Gm25696"	0	0	0	0	0	0
"Gm25697"	0	0	0	0	0	0
"Gm25698"	0	0	0	0	0	0
"Gm25699"	0	0	0	0	0	0
"Gm25702"	0	0	0	0	0	0
"Gm25703"	0	0	0	0	0	0
"Gm25705"	0	0	0	0	0	0
"Gm25709"	0	0	0	0	0	0
"Gm25710"	0	0	0	0	0	0
"Gm25711"	0	0	0	0	0	0
"Gm25716"	0	2	0	0	0	0
"Gm25721"	0	0	0	0	0	0
"Gm25723"	0	0	0	0	0	0
"Gm25725"	0	0	0	0	0	0
"Gm25726"	0	0	0	0	0	0
"Gm25727"	0	0	0	0	0	0
"Gm25728"	0	0	0	0	0	0
"Gm25730"	0	0	0	0	0	0
"Gm25737"	0	0	0	0	0	0
"Gm25739"	0	0	0	0	0	0
"Gm25740"	0	0	0	0	0	0
"Gm25741"	0	0	0	0	0	0
"Gm25742"	0	0	0	0	0	0
"Gm25744"	0	0	0	0	0	0
"Gm25755"	0	0	0	0	0	0
"Gm25756"	0	0	0	0	0	0
"Gm25758"	0	0	0	0	0	0
"Gm25759"	0	0	0	0	0	0
"Gm25760"	0	0	0	0	0	0
"Gm25761"	0	0	0	0	0	0
"Gm25762"	0	0	0	0	0	0
"Gm25763"	0	0	0	0	0	0
"Gm25764"	0	0	0	0	0	0
"Gm25765"	0	0	0	0	0	0
"Gm25766"	0	0	0	0	0	0
"Gm25769"	0	0	0	0	0	0
"Gm25771"	0	0	0	0	0	0
"Gm25776"	0	0	1	0	0	0
"Gm25777"	0	0	0	0	0	0
"Gm25781"	0	0	0	0	0	0
"Gm25783"	0	0	0	0	0	0
"Gm25785"	0	0	0	0	0	0
"Gm25788"	0	0	0	0	0	0
"Gm25789"	0	0	0	0	0	0
"Gm25790"	0	0	0	0	0	0
"Gm25791"	0	0	4	0	0	3
"Gm25792"	0	0	0	0	0	0
"Gm25793"	0	0	0	0	0	0
"Gm25794"	0	0	1	0	0	0
"Gm25795"	0	0	0	0	0	0
"Gm25796"	0	0	0	0	0	0
"Gm25797"	0	0	0	0	0	0
"Gm25798"	0	0	0	0	0	0
"Gm25799"	0	0	0	0	0	0
"Gm25800"	0	0	0	0	0	0
"Gm25801"	0	0	0	0	0	0
"Gm25802"	0	0	0	0	0	0
"Gm25803"	0	0	0	0	0	0
"Gm25805"	0	0	0	0	0	0
"Gm25810"	0	0	0	0	0	0
"Gm25812"	0	0	0	0	0	0
"Gm25813"	0	0	0	0	0	0
"Gm25814"	0	0	0	0	0	0
"Gm25815"	0	0	0	0	0	0
"Gm25816"	0	0	0	0	0	0
"Gm25818"	0	0	0	0	0	0
"Gm25819"	0	0	0	0	0	0
"Gm2582"	1	10	0	0	0	0
"Gm25820"	1	0	0	0	0	2
"Gm25821"	0	0	0	0	0	0
"Gm25823"	0	0	0	0	0	0
"Gm25826"	0	0	0	0	0	0
"Gm25827"	0	0	0	0	0	0
"Gm25828"	0	0	0	0	0	0
"Gm25829"	0	0	0	0	0	0
"Gm25830"	0	0	0	0	0	0
"Gm25831"	0	0	0	0	0	0
"Gm25832"	0	0	0	0	0	0
"Gm25833"	0	0	0	0	0	0
"Gm25835"	0	1	0	0	0	0
